,set_num,name,year,theme_id,num_parts
3030,2819-1,Brick Mixer,1999,505,71
3031,282-1,"2 x 2 Sloping Roof Bricks, Red",1958,371,22
3032,2821-1,Dinosaurs Fun Forest,1999,658,37
3033,282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,371,22
3034,2824-1,City Advent Calendar 2010,2010,208,271
3035,2825-1,The Meadowsweets,2000,660,16
3036,2827-1,"Read, Listen and Play Box",2000,660,44
3037,2828-1,Supper Time,1999,660,6
3038,2829-1,Nap Time,1999,660,7
3039,2830-1,The Strawberries,1999,660,13
3040,283-1,"Sloping Ridge and Valley Bricks, Red",1957,371,20
3041,2831-1,The Toadstools,1999,660,14
3042,283-2,"Sloping Ridge and Valley Bricks, Blue",1957,371,20
3043,2832-1,The Bluebells,1999,660,13
3044,2833-1,"Lila, the Big Bluebell",1999,660,35
3045,2834-1,The Meadowsweets,1999,660,46
3046,2838-1,Native American Family (Big Chief's Family),1998,665,81
3047,2840-1,Girl,1998,468,10
3048,2841-1,Boy,1998,468,9
3049,2842-1,Promotional Set,1997,468,8
3050,2843-1,Boy,1997,468,8
3051,2844-1,Dog,1997,468,8
3052,2845-1,Indian Chief,1997,475,20
3053,2846-1,Indian Kayak,1997,475,18
3054,2847-1,Flyer,1997,144,15
3055,2848-1,Fright Knights Flying Machine,1997,195,19
3056,2849-1,Helicopter,1997,67,20
3057,2850829-1,Luke Skywalker Buildable Watch with Toy,2011,501,31
3058,2850857-1,R2-D2 Pen,2006,501,13
3059,2850868-1,Creator Watch with Building Toy,2011,501,43
3060,285-1,Medium Basic Set,1966,366,288
3061,2851070-1,Jango Fett Pen,2008,501,12
3062,2851-1,Medium Dino Bucket,1997,658,31
3063,2851126-1,Darth Maul Pen,2009,501,9
3064,2851134-1,Luke Skywalker X-wing Pilot Pen,2008,501,11
3065,2851135-1,Tusken Raider Pen,2009,501,11
3066,2851146-1,Pirates T-shirt,2009,501,0
3067,2851185-1,Stormtrooper Adult Watch,2009,501,14
3068,2851190-1,Darth Vader Adult Watch,2009,501,14
3069,2851191-1,Obi-Wan Kenobi Adult Watch,2009,501,14
3070,2851192-1,C-3PO Watch with Buildable Toy,2009,501,29
3071,2851194-1,Han Solo Watch with Building Toy,2009,501,31
3072,2851195-1,Obi-Wan Kenobi Watch with Buildable Toy,2009,501,29
3073,2851196-1,Classic Brick Adult Watch,2009,501,15
3074,2851198-1,Luke Skywalker & Han Solo Adult Watch,2009,501,14
3075,2852-1,Large Dino Bucket,1997,658,59
3076,2852724-1,Accelerometer Sensor,2011,259,0
3077,2852725-1,Infrared Seeker,2011,259,1
3078,2852726-1,Gyroscopic Sensor,2011,259,0
3079,2853216-1,Infrared Link Sensor for Mindstorms NXT,2011,259,1
3080,2853300-1,Space Police Collection,2009,141,0
3081,2853301-1,CITY Transport Collection,2009,63,0
3082,2853302-1,CITY Construction Collection,2009,56,0
3083,2853303-1,Glatorian Legends Collection,2009,324,0
3084,2853367-1,Bionicle: The Legend Reborn (DVD),2009,501,0
3085,2853399-1,Space Police Buildable Watch with Toy,2009,501,34
3086,2853401-1,Power Miners Buildable Watch with Toy,2009,501,29
3087,2853505-1,Charity Calendar 2010,2009,501,0
3088,2853508-1,Star Wars: The Visual Dictionary,2009,497,4
3089,2853586-1,Rock Band - Wii,2009,501,0
3090,2853587-1,Rock Band - DS,2009,501,0
3091,2853590-1,Stormtrooper,2009,158,5
3092,2853591-1,Rock Band - Xbox 360,2009,501,0
3093,2853592-1,Rock Band - PS3,2009,501,0
3094,2853593-1,Indiana Jones 2: The Adventure Continues - Xbox 360,2009,501,0
3095,2853594-1,Indiana Jones 2: The Adventure Continues - PS3,2009,501,0
3096,2853595-1,Indiana Jones 2: The Adventure Continues - PSP,2009,501,0
3097,2853596-1,Indiana Jones 2: The Adventure Continues - Wii,2009,501,0
3098,2853597-1,Indiana Jones 2: The Adventure Continues - DS,2009,501,0
3099,2853662-1,LEGO Minifigure Key Light,2011,503,0
3100,2853694-1,Indiana Jones 2: The Adventure Continues - PC DVD-ROM,2009,501,0
3101,2853832-1,Storage Stool,2012,501,0
3102,2853835-1,White Boba Fett Figure,2010,158,5
3103,2853944-1,Astronaut,2010,560,5
3104,2854-1,Bungee Chopper,1998,3,71
3105,2854298-1,The Adventures of Clutch Powers - DVD,2010,501,0
3106,2855028-1,Exclusive Spaceman Magnet,2010,501,8
3107,2855040-1,Infrared Receiver Sensor for Mindstorms NXT,2011,259,0
3108,2855041-1,Imperial Soldier,2010,501,7
3109,2855044-1,Cavalry Colonel,2010,501,7
3110,2855045-1,Fire Chief,2010,501,7
3111,2855046-1,Black Falcon,2010,501,7
3112,2855113-1,Star Wars: Brickmaster,2011,497,251
3113,2855123-1,Harry Potter: Years 1-4 - Wii,2010,501,0
3114,2855124-1,Harry Potter: Years 1-4 - DS,2010,501,0
3115,2855125-1,Harry Potter: Years 1-4 - Xbox 360,2010,501,0
3116,2855127-1,Harry Potter: Years 1-4 - PS3,2010,501,0
3117,2855128-1,Harry Potter: Years 1-4 - PC DVD-ROM,2010,501,0
3118,2855129-1,Harry Potter: Years 1-4 - PSP,2010,501,0
3119,2855162-1,Harry Potter: Years 1-4 Collector's Edition - Xbox 360,2010,501,8
3120,2855163-1,Harry Potter: Years 1-4 Collector's Edition - Wii,2010,501,8
3121,2855164-1,Harry Potter: Years 1-4 Collector's Edition - PS3,2010,501,8
3122,2855167-1,Holiday Santa Magnet 2010,2010,501,6
3123,2856028-1,Minifigure 2GB USB Flash Drive,2011,501,0
3124,2856076-1,Hero Factory: Rise of the Rookies - DVD,2010,501,0
3125,2856079-1,Creationary Booster Pack,2011,502,30
3126,2856080-1,Stormtrooper Alarm Clock,2010,501,0
3127,2856081-1,Darth Vader Alarm Clock,2010,501,0
3128,2856089-1,2.0 Collection,2011,401,0
3129,2856134-1,Card Shrine,2011,435,98
3130,2856197-1,Shadow ARF Trooper,2011,158,5
3131,2856200-1,Firefighter ZipBin Storage Toy Box,2011,501,0
3132,2856203-1,Yoda Alarm Clock,2011,501,0
3133,2856205-1,Portable Storage Case with Baseplate,2011,501,1
3134,2856217-1,Star Wars III: The Clone Wars - Xbox 360,2011,501,0
3135,2856218-1,Star Wars III: The Clone Wars - Wii,2011,501,0
3136,2856219-1,Star Wars III: The Clone Wars - PS3,2011,501,0
3137,2856220-1,Star Wars III: The Clone Wars - PC DVD-ROM,2011,501,0
3138,2856221-1,Star Wars III: The Clone Wars - PSP,2011,501,0
3139,2856222-1,Star Wars III: The Clone Wars - DS,2011,501,0
3140,2856223-1,Ninja Princess,2011,501,7
3141,2856224-1,Forestman,2011,501,8
3142,2856225-1,Knight,2011,501,7
3143,2856226-1,Astronaut,2011,501,7
3144,2856227-1,Fire Villains Collection,2011,403,0
3145,2856236-1,Brick Alarm Clock,2013,501,0
3146,2856238-1,Brick Alarm Clock,2015,501,0
3147,2856239-1,Star Wars III: The Clone Wars - 3DS,2011,501,0
3148,2856241-1,Droids T-Shirt,2011,501,0
3149,2856252-1,Battles Ninjago - DS,2010,501,0
3150,2856451-1,Pirates of the Caribbean - DS,2011,501,0
3151,2856453-1,Pirates of the Caribbean - PS3,2011,501,0
3152,2856454-1,Pirates of the Caribbean - PSP,2011,501,0
3153,2856456-1,Pirates of the Caribbean - Wii,2011,501,0
3154,2856457-1,Pirates of the Caribbean - 3DS,2011,501,0
3155,2856458-1,Pirates of the Caribbean - Xbox 360,2011,501,0
3156,2856745-1,Heroica Character Cards Booster Pack,2011,502,0
3157,2858-1,Girl with Two Cats,1999,318,10
3158,2862-1,Zoo Babies (Baby Animals),1998,632,8
3159,2863-1,Box of Bricks,2001,505,100
3160,2864-1,Wild Animals (Animal Friends),1998,632,16
3161,2865-1,Children's Zoo,1998,632,24
3162,2866-1,Animal Playground,1998,632,47
3163,2870-1,Paradisa Barbeque,1997,90,21
3164,2871-1,Diver and Shark,1997,86,17
3165,2872-1,Witch and Fireplace,1997,195,19
3166,2873-1,Small Santa Claus,1997,227,9
3167,2874-1,Christmas Set,1997,227,10
3168,2876-1,Christmas Set,1997,227,9
3169,2877-1,Snowman,1997,467,9
3170,2878-1,Santa Claus,1997,227,16
3171,2878-2,Santa Claus Mos Burger Gift Box 1- Hawaiian Shirt Santa,2001,227,1
3172,2878-3,Santa Claus Mos Burger Gift Box 2 - Tuxedo Santa,2001,227,1
3173,2878-4,Santa Claus Mos Burger Gift Box 3 - Soccer Santa,2001,227,1
3174,2878-5,Santa Claus Mos Burger Gift Box 2 - King and Queen Santa,2001,227,1
3175,2879-1,Desert Expedition,1998,297,195
3176,2880-1,Open-Top Jeep,1997,67,29
3177,2881-1,Parking Gate Attendant,1997,67,19
3178,2882-1,Speedboat,1997,67,22
3179,2883-1,Boat,1997,67,30
3180,2884-1,Microlight,1997,67,20
3181,2885-1,Ice Cream Seller,1997,67,27
3182,2886-1,Formula 1 Racing Car,1997,67,25
3183,2887-1,Petrol Station Attendant and Pump,1997,67,15
3184,2889-1,Treasure Cart,1998,190,24
3185,2890-1,Stone Bomber,1998,188,22
3186,2891-1,Wizard Trader,1998,186,18
3187,2892-1,Thunder Arrow Boat,1998,201,21
3188,2893-1,Boy With Ghost,1998,505,3
3189,2895-1,Rooster on Wheels,1998,505,19
3190,290-2,Dining Suite,1973,405,114
3191,2904-1,Motorbike (Cycle Cruiser),2000,657,12
3192,2905-1,Accessory Pack,1993,664,19
3193,2909-1,Helicopter,2000,657,17
3194,29-1,4.5V Motor,1977,453,1
3195,2910-1,Dumper Truck,1992,664,18
3196,291-1,Blackboard and School Desk,1973,405,89
3197,2912-1,Radical Racer,2000,657,17
3198,2913-1,Construction,2000,657,31
3199,2914-1,Rescue Base,2000,657,47
3200,2915-1,Mini Digger,1995,664,17
3201,2916-1,MyBot,2000,657,32
3202,2917-1,Aeroplane (Airplane),1996,664,20
3203,2920-1,Digger,1992,664,21
3204,292-1,Kitchen Sink and Cupboards,1973,405,52
3205,2922-1,Dinosaur Blocks,1998,658,28
3206,2925-1,Helicopter,1995,664,21
3207,2928-1,Airline Promotional Set,2006,53,146
3208,2928-2,Airline Promotional Set (ANA Version),2008,53,147
3209,2930-1,Mobile Crane,1992,664,29
3210,293-1,Piano,1973,405,90
3211,2931-1,Push Locomotive,2000,634,11
3212,2932-1,Train Starter Set with Motor,2000,634,32
3213,2933-1,Freight Train,2000,634,79
3214,2935-1,Fire Engine,1996,664,37
3215,2936-1,Train Station,2000,634,44
3216,2937-1,Supplementary Wagon,2000,634,10
3217,2938-1,Train Tunnel,2000,634,15
3218,2940-1,Fire Truck,1992,664,34
3219,294-1,Wall Unit,1974,405,59
3220,2942-1,Play House,2000,652,80
3221,2945-1,Space Center,1995,664,49
3222,2946-1,MyBot Expansion Kit,2001,657,15
3223,2947-1,Speedbike,2001,657,14
3224,2949-1,RC Dozer,2001,657,23
3225,2950-1,Construction Site,1993,664,50
3226,295-1,Secretary's Desk,1974,405,79
3227,2951-1,Lisa,2001,659,6
3228,2952-1,Marie,2001,659,8
3229,2953-1,Anna,2001,659,7
3230,2954-1,Garden Party,2001,659,14
3231,2955-1,Sarah's Big Recipe,2001,659,33
3232,2960-1,Tool Box,1995,664,44
3233,296-1,Ladies' Hairdressers,1977,405,164
3234,2961-1,Bedroom,2001,659,21
3235,2962-1,Res-Q Lifeguard,1998,92,70
3236,2963-1,Extreme Team Racer,1998,87,84
3237,2964-1,Space Spider,1998,134,46
3238,2965-1,Hornet Scout,1998,134,73
3239,2967-1,Special Tubes,2000,505,38
3240,2968-1,Animal Safari (Basic Zoo),2000,632,49
3241,297-1,Nursery,1978,405,169
3242,2971-1,Action Police Bike,2001,632,6
3243,2975-1,Bouncing with Tigger,2001,635,9
3244,2976-1,Acorn Adventure with Piglet,2001,635,9
3245,2977-1,Eeyore and the Little Raincloud,2001,635,9
3246,2979-1,Build and Play in the Pop-Up 100 Acre Wood,2001,635,15
3247,2981-1,Pooh's House,1999,635,8
3248,2982-1,Pooh's Birthday,1999,635,9
3249,2983-1,Pooh and Tigger Play Hide and Seek,1999,635,14
3250,2984-1,Pooh and Piglet Go Honey-Hunting,1999,635,22
3251,2985-1,Tigger's Slippery Slide,1999,635,19
3252,2987-1,Welcome to the Hundred Acre Wood,1999,635,37
3253,2988-1,Surprise for Eeyore,1999,635,31
3254,2989-1,The Big Honeypot,2000,635,47
3255,2990-1,Tigger's Treehouse,2000,635,35
3256,2991-1,Pooh and the Honeybees,2001,635,9
3257,2993-1,Surprise Birthday Party for Eeyore,2001,635,28
3258,2995-1,Adventurers Car & Skeleton,1998,297,69
3259,2996-1,Adventurers Tomb,1998,297,81
3260,2997-1,Small Bucket,1998,505,40
3261,2998-1,Stena Line Ferry,1998,471,197
3262,30000-1,Doctor With Car,2009,60,30
3263,3000062305-1,DC Comics Super Heroes: Justice League vs Bizarro League (DVD + Blu-Ray),2015,501,5
3264,3000066390-1,DC Comics Super Heroes: Justice League: Cosmic Clash (Blu-ray + DVD + Digital),2016,501,0
3265,3000067584-1,DC Comics Super Heroes: Justice League: Gotham City Breakout,2016,501,0
3266,3000-1,Trike Buggy,1999,1,30
3267,30001-1,Fireman's Car,2009,58,39
3268,30002-1,Police Boat,2009,61,30
3269,30003-1,Road Roller,2009,56,31
3270,30004-1,Battle Droid on STAP,2009,158,28
3271,30005-1,Imperial Speeder Bike,2009,158,33
3272,30006-1,Clone Walker,2009,158,31
3273,30008-1,Snowman,2009,227,44
3274,30009-1,Christmas Tree,2009,227,47
3275,300-1,T-Junction Road Plates,1978,67,2
3276,30010-1,Fire Chief,2010,58,31
3277,3001-1,Kabaya Promotional Set: Propeller Buggy,1999,1,29
3278,30011-1,Police Dinghy,2010,61,16
3279,30012-1,Mini Airplane,2010,53,34
3280,30013-1,Police Quad,2010,61,34
3281,30014-1,Police Helicopter,2011,61,32
3282,30015-1,Jet Ski,2011,59,24
3283,30016-1,Small Satellite,2011,52,35
3284,30017-1,Police Boat,2012,61,35
3285,30018-1,Police Plane,2012,61,32
3286,30019-1,Fire Helicopter,2012,58,37
3287,30020-1,Jet,2010,22,43
3288,30021-1,Parrot,2010,22,48
3289,30022-1,Bee,2011,22,23
3290,30023-1,Lighthouse,2011,22,25
3291,30024-1,Truck,2011,22,56
3292,30025-1,Clown Fish,2011,22,59
3293,30026-1,Panda,2011,22,61
3294,30027-1,Reindeer,2011,22,66
3295,30028-1,Wreath,2011,227,50
3296,30029-1,Pudsey Bear,2011,301,95
3297,30030-1,Racing Car,2010,112,29
3298,3003-1,Motorbike,1999,1,28
3299,30031-1,World Race Powerboat,2010,123,27
3300,30032-1,World Race Buggy,2010,123,35
3301,30033-1,Racing Truck,2010,112,40
3302,30034-1,Racing Tow Truck,2010,112,34
3303,30035-1,Off Road Racer 2,2010,112,30
3304,30036-1,Buggy Racer,2011,112,28
3305,30040-1,Octopus,2010,315,42
3306,30041-1,Piranha,2010,315,45
3307,30042-1,Mini Sub,2010,315,37
3308,30050-1,Republic Attack Shuttle - Mini,2010,158,54
3309,3005-1,Kabaya Promotional Set: Car,1999,1,26
3310,30051-1,X-wing Fighter - Mini,2010,158,61
3311,30052-1,AAT,2011,158,46
3312,30053-1,Republic Attack Cruiser - Mini,2011,158,41
3313,30054-1,AT-ST,2011,158,46
3314,30055-1,Vulture Droid,2011,158,42
3315,30056-1,Star Destroyer,2012,158,38
3316,30057-1,Anakin's Podracer,2012,158,38
3317,30058-1,STAP,2012,158,24
3318,30059-1,MTT,2012,158,51
3319,30060-1,Farm Set - Farmer,2010,632,4
3320,30060-2,Farm Set - Dog,2010,632,4
3321,30060-3,Farm Set - Sheep,2010,632,4
3322,30060-4,Farm Set - Horse,2010,632,4
3323,30060-5,Farm Set - Cow,2010,632,4
3324,30061-1,Attack Wagon,2010,196,36
3325,30062-1,Target Practice,2010,196,31
3326,30063-1,Vet - Cat,2010,632,4
3327,30063-2,Vet - Vet,2010,632,4
3328,30063-3,Vet - Boy,2010,632,4
3329,30063-4,Vet - Rabbit,2010,632,4
3330,30063-5,Vet - Dog,2010,632,4
3331,30064-1,Zoo - Monkey,2012,632,4
3332,30064-2,Zoo - Zookeeper,2012,632,4
3333,30064-3,Zoo - Tiger Cub,2012,632,4
3334,30064-4,Zoo - Turtle,2012,632,4
3335,30066-1,Circus Clown,2013,632,3
3336,30066-2,Circus Ringmaster,2013,632,3
3337,30066-3,Circus Acrobat,2013,632,3
3338,30066-4,Circus Tiger,2013,632,3
3339,30066-5,Circus Rabbit,2013,632,3
3340,30067-1,Farm - Farmer,2014,632,5
3341,30067-2,Farm - Calf,2014,632,5
3342,30067-3,Farm - Goat,2014,632,5
3343,30067-4,Farm - Cat,2014,632,5
3344,30068-1,Apple,2014,504,6
3345,30070-1,Alien Space Ship,2010,275,29
3346,30071-1,Army Jeep,2010,275,37
3347,30072-1,Woody's Camp Out,2010,275,18
3348,30073-1,Buzz's Mini Ship,2010,275,27
3349,30080-1,Ninja Glider,2011,435,26
3350,30081-1,Skeleton Chopper,2011,435,41
3351,30082-1,Ninja Training,2011,435,32
3352,30083-1,Dragon Fight,2011,435,31
3353,30084-1,Ninjago Promotional Set,2011,435,5
3354,30085-1,Jumping Snakes,2012,435,42
3355,30086-1,Hidden Sword,2012,435,39
3356,30087-1,Cole ZX's Car,2012,435,27
3357,30088-1,Rattla,2012,435,5
3358,30090-1,Desert Glider,2011,437,29
3359,30091-1,Desert Rover,2011,437,31
3360,30-1,Universal Building Set,1976,469,200
3361,30100-1,Andrea on the Beach,2012,494,28
3362,30101-1,Skate Boarder,2012,494,28
3363,30102-1,Desk,2012,494,28
3364,30103-1,Car,2012,494,32
3365,30105-1,Stephanie and Mailbox,2012,494,41
3366,30106-1,Ice Cream Stand,2013,494,34
3367,30107-1,Birthday Party,2013,494,39
3368,30108-1,Summer Picnic,2013,494,33
3369,301-1,Curved Road Plates,1978,67,2
3370,30110-1,Trolley,2011,246,22
3371,30111-1,The Lab,2011,246,34
3372,30112-1,Emma's Flower Stand,2014,494,35
3373,30113-1,Stephanie's Bakery Stand,2014,494,28
3374,30114-1,Andrea's Beach Lounge,2014,494,29
3375,30115-1,Jungle Boat,2014,494,31
3376,30116-1,Rapunzel's Market Visit,2014,579,37
3377,30120-1,Guido,2011,269,34
3378,3012-1,Space Hover,1999,144,20
3379,30121-1,Grem,2011,269,52
3380,30130-1,Mini Black Pearl,2011,263,47
3381,3013-1,Space Jet,1999,142,23
3382,30131-1,Jack Sparrow's Boat,2011,263,21
3383,30132-1,Voodoo Jack,2011,263,4
3384,30133-1,Jack Sparrow,2011,263,4
3385,30140-1,ADU Walker,2011,127,34
3386,3014-1,Ice Planet Scooter,1999,133,19
3387,30141-1,ADU Jetpack,2011,127,19
3388,30141-2,Indiana Jones: The Original Adventures - PS3,2008,501,0
3389,30150-1,Race Car,2012,63,35
3390,3015-1,Space Police Car,1999,140,23
3391,30151-1,Mining Dozer,2012,56,32
3392,30152-1,Mining Quad,2012,56,40
3393,30160-1,Bat Jetski,2012,697,38
3394,3016-1,Boss with Cannon,1998,434,24
3395,30161-1,Batmobile,2012,697,45
3396,30162-1,Quinjet,2012,702,33
3397,30163-1,Thor and the Cosmic Cube,2012,702,25
3398,30164-1,Lex Luthor,2012,701,17
3399,30165-1,Hawkeye with Equipment,2012,702,24
3400,30166-1,Robin and Redbird Cycle,2013,697,40
3401,30167-1,Iron Man vs. Fighting Drone,2013,705,24
3402,30168-1,Gun Mounting System,2013,705,17
3403,30170-1,Ganrash,2012,502,56
3404,3017-1,Water Spider,1998,434,25
3405,30175-1,Batman the Videogame - PS3,2008,501,0
3406,30180-1,Twin Prop,2012,22,45
3407,3018-1,Go! LEGO Shogun,1998,434,25
3408,30181-1,Helicopter,2012,22,53
3409,30182-1,Santa,2012,228,57
3410,30183-1,Little Car,2013,22,50
3411,30184-1,Little Helicopter,2013,22,56
3412,30185-1,Little Eagle,2013,22,48
3413,30186-1,Christmas Tree,2013,228,51
3414,30187-1,Fast Car,2014,22,56
3415,30188-1,Cute Kitten,2014,22,54
3416,30189-1,Transport Plane,2014,22,49
3417,30190-1,Ferrari 150° Italia,2012,114,34
3418,3019-1,Big Bat,1998,434,23
3419,30191-1,Scuderia Ferrari Truck,2012,114,41
3420,30192-1,F40,2012,114,48
3421,30193-1,250 GT Berlinetta,2012,114,25
3422,30194-1,458 Italia,2012,114,33
3423,30195-1,FXX,2012,114,53
3424,30196-1,Shell F1 Team,2012,114,47
3425,30197-1,Snowman,2014,228,60
3426,30-2,Small Ship Set,1973,433,26
3427,30200-1,Zombie Chauffeur Coffin Car,2012,558,32
3428,302001-1,Aurora,2020,579,6
3429,302002-1,Aurora's Rabbit,2020,579,25
3430,302003-1,Cinderella,2020,579,5
3431,302004-1,Lucifer,2020,579,18
3432,302005-1,Belle,2020,579,10
3433,302006-1,Mrs Potts and Chip,2020,579,18
3434,302007-1,Moana,2020,579,11
3435,302008-1,Pig Pua and Turtle,2020,579,18
3436,3020-1,Raft of Johnse,1998,297,18
3437,30201-1,Ghost,2012,558,33
3438,30202-1,Smoothie Stand,2015,494,37
3439,30203-1,Mini Golf,2015,494,26
3440,30204-1,Wish Fountain,2015,494,44
3441,30205-1,Pop Star Red Carpet,2015,494,34
3442,302-1,Straight Road Plates (without crosswalk),1983,67,2
3443,30210-1,Frodo with Cooking Corner,2012,566,35
3444,302101-1,Rapunzel's Dressing Table,2021,579,33
3445,302102-1,Rapunzel & Hairbrush,2021,579,7
3446,302103-1,Cinderella’s Kitchen,2021,579,25
3447,302104-1,Cinderella,2021,579,5
3448,302105-1,"Cogsworth, Lumière & Sultan",2021,579,31
3449,302106-1,Princess Ariel,2021,579,6
3450,302107-1,Cinderella’s Carriage,2021,579,28
3451,302108-1,Belle,2021,579,7
3452,302109-1,Fairy Godmother,2021,579,6
3453,3021-1,King Pharaoh the Third,1998,297,17
3454,30211-1,Uruk Hai with Ballista,2012,566,21
3455,30212-1,Mirkwood Elf Guard,2012,562,27
3456,30213-1,Gandalf at Dol Guldur,2012,562,31
3457,30215-1,Legolas Greenleaf,2013,562,33
3458,30216-1,Lake-town Guard,2013,562,31
3459,30217-0,Forest - Random Bag,2015,504,0
3460,30217-1,Forest - Squirrel,2015,504,4
3461,30217-2,Forest - Rabbit,2015,504,4
3462,30217-3,Forest - Deer Fawn,2015,504,4
3463,30217-4,Forest - Black Bear Cub,2015,504,4
3464,30218-1,Snail,2015,504,6
3465,302-2,Straight Road Plates (with crosswalk),1978,67,2
3466,30220-1,Fire Speedboat,2013,58,40
3467,3022-1,Plane of Hurrykain,1998,297,23
3468,30221-1,Fire Car,2013,58,36
3469,30222-1,Police Helicopter,2013,61,33
3470,30224-1,Lawn Mower,2013,52,42
3471,30225-1,Seaplane,2013,55,37
3472,30226-1,Police Helicopter,2014,61,48
3473,30227-1,Police Watercraft,2014,61,36
3474,30228-1,Police ATV,2014,61,42
3475,30229-1,Repair Lift,2014,56,40
3476,30230-1,Mini Mech,2013,146,28
3477,3023-1,Slyboot Car,1998,297,23
3478,30231-1,Space Insectoid,2013,146,27
3479,30240-1,Z-95 Headhunter,2013,158,54
3480,3024-1,Building Table,1998,504,21
3481,30241-1,Mandalorian Fighter,2013,158,49
3482,30242-1,Republic Frigate,2013,158,45
3483,30243-1,Umbaran MHC,2013,158,49
3484,30244-1,Anakin's Jedi Intercepter,2014,158,45
3485,30246-1,Imperial Shuttle,2014,158,57
3486,30247-1,ARC-170 Starfighter,2014,158,54
3487,30250-1,Ewar's Acro Fighter,2013,571,33
3488,3025-1,25th Anniversary Silver Bucket,1998,469,601
3489,30251-1,Winzar's Pack Patrol,2013,571,38
3490,30252-1,Crug's Swamp Jet,2013,571,23
3491,30253-1,Leonidas' Jungle Dragster,2013,571,30
3492,30254-1,Razcal's Double-Crosser,2013,571,36
3493,30255-1,Crawley,2013,571,11
3494,30256-1,Ice Bear Mech,2015,571,39
3495,30259-1,Azari’s Magic Fire,2015,600,27
3496,30260-1,Lone Ranger’s Pump Car,2013,575,24
3497,3026-1,25th Anniversary Silver Tub,1998,469,1201
3498,30261-1,Tonto's Campfire,2013,575,20
3499,30262-1,Gorzan's Walker,2014,571,34
3500,30263-1,Spider Crawler,2014,571,40
3501,30264-1,Frax' Phoenix Flyer,2014,571,32
3502,30265-1,Worriz' Fire Bike,2014,571,31
3503,30266-1,Sykor's Ice Cruiser,2014,571,25
3504,30270-1,Kraang's Turtle Target Practice,2013,570,36
3505,3027-1,25th Anniversary Silver Bucket,1998,399,418
3506,30271-1,Mikey's Mini-Shellraiser,2014,570,46
3507,30272-1,A-Wing Starfighter,2015,158,58
3508,30274-1,AT-DP,2015,158,65
3509,30275-1,TIE Advanced Prototype,2015,158,47
3510,30276-1,First Order Special Forces TIE Fighter,2015,158,41
3511,30277-1,First Order Star Destroyer,2016,158,56
3512,30278-1,Poe's X-wing Fighter,2015,158,64
3513,30279-1,Kylo Ren's Command Shuttle,2016,158,43
3514,30280-1,The Piece of Resistance,2014,578,33
3515,3028-1,25th Anniversary Silver Tub,1998,399,845
3516,30281-1,Micro Manager Battle,2014,578,27
3517,30282-1,Super Secret Police Enforcer,2014,578,40
3518,30283-1,Off-Road,2015,22,43
3519,30284-1,Tractor,2015,22,51
3520,30285-1,Tiger,2015,22,73
3521,30286-1,Christmas Tree,2015,227,65
3522,3029-1,Limited Edition Silver Duplo Bucket,1998,505,72
3523,30291-1,Anacondrai Battle Mech,2015,435,43
3524,30292-1,Jay Nano Mech,2015,435,54
3525,30293-1,Kai Drifter,2015,435,43
3526,30294-1,The Cowler Dragon,2015,435,45
3527,30300-1,The Batman Tumbler,2014,697,57
3528,3030-1,25th Anniversary Silver Tub,1998,505,145
3529,30301-1,Batwing,2014,697,45
3530,30302-1,Spider-Man Glider,2014,706,45
3531,30303-1,The Joker Bumper Car,2015,697,47
3532,30304-1,The Avengers Quinjet,2015,702,56
3533,30305-1,Spider-Man Super Jumper,2015,706,38
3534,303-1,Basic Building Set,1987,467,33
3535,30310-1,Arctic Scout,2014,65,39
3536,30311-1,Swamp Police Helicopter,2015,61,51
3537,30312-1,Demolition Driller,2015,56,40
3538,30313-1,Garbage Truck,2015,63,48
3539,30314-1,Go-Kart Racer,2015,52,45
3540,30315-1,Space Utility Vehicle,2015,52,39
3541,303-2,Aeroplane,1964,373,46
3542,30320-1,Gallimimus Trap,2015,602,29
3543,3032-1,Medium Bucket,1999,469,600
3544,30321-1,Duck,2016,504,4
3545,30322-1,Wildlife Elephant,2016,504,4
3546,30322-2,Wildlife Polar Bear,2016,504,4
3547,30322-3,Wildlife Penguin,2016,504,4
3548,30322-4,Wildlife Tortoise,2016,504,4
3549,30322-5,Wildlife Lion Cub,2016,504,4
3550,30323-1,My First Fish,2017,504,7
3551,30324-1,My Town: Female,2017,636,3
3552,30324-2,My Town: Policeman,2017,636,3
3553,30324-3,My Town: Girl,2017,636,3
3554,30324-4,My Town: Cat,2017,636,3
3555,30324-5,My Town: Male,2017,636,3
3556,30325-1,My First Dinosaur,2018,504,7
3557,30326-0,Farm - Random Bag,2018,632,0
3558,30326-1,Farm - Chicken,2018,632,4
3559,30326-2,Farm - Girl,2018,632,4
3560,30326-3,Farm - Goat,2018,632,4
3561,30326-4,Farm - Boy,2018,632,4
3562,30326-5,Farm - Calf,2018,632,4
3563,30327-1,My First Duck,2019,504,6
3564,30328-0,Town Rescue (Random Bag),2019,632,0
3565,30328-1,Town Rescue (Dog),2019,632,4
3566,30328-2,Town Rescue (Bird),2019,632,4
3567,30328-3,Town Rescue (Fireman),2019,632,4
3568,30328-4,Town Rescue (Cat),2019,632,4
3569,30328-5,Town Rescue (Policewoman),2019,632,4
3570,30329-1,My First Giraffe,2020,504,5
3571,30330-1,Birthday Cake,2020,504,8
